field_name,declaring_file,declaration_kind,nullability,default,check,fk,enum_coercion,required,current_role,owner_category,target_owner_file,target_descriptor,deletion_proof,pinned_tests,metric_id,baseline_count,target_count,quire_dependency_id,sidecar_disposition,slice_id,status
ExternalStatementProvenanceRecord,propstore/provenance/records.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/_generated/catalog.py,catalog,class_surfaces_total: 0 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_total,0,0,,,world,not-needed
ExternalInferenceProvenanceRecord,propstore/provenance/records.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/_generated/catalog.py,catalog,class_surfaces_total: 0 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_total,0,0,,,world,not-needed
to_payload,propstore/provenance/records.py,family_payload_field,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-semantic-declaration,propstore/families/_generated/catalog.py,catalog,codec_methods_total: 0 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,codec_methods_total,0,0,,,world,not-needed
to_payload,propstore/provenance/records.py,family_payload_field,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-semantic-declaration,propstore/families/_generated/catalog.py,catalog,codec_methods_total: 0 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,codec_methods_total,0,0,,,world,not-needed
to_payload,propstore/provenance/records.py,family_payload_field,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-semantic-declaration,propstore/families/_generated/catalog.py,catalog,codec_methods_total: 0 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,codec_methods_total,0,0,,,world,not-needed
to_payload,propstore/provenance/records.py,family_payload_field,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-semantic-declaration,propstore/families/_generated/catalog.py,catalog,codec_methods_total: 0 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,codec_methods_total,0,0,,,world,not-needed
to_payload,propstore/provenance/records.py,family_payload_field,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-semantic-declaration,propstore/families/_generated/catalog.py,catalog,codec_methods_total: 0 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,codec_methods_total,0,0,,,world,not-needed
to_payload,propstore/provenance/records.py,family_payload_field,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-semantic-declaration,propstore/families/_generated/catalog.py,catalog,codec_methods_total: 0 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,codec_methods_total,0,0,,,world,not-needed
form,propstore/provenance/trusty.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/_generated/catalog.py,catalog,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,table_name_mentions_outside_sidecar,544,0,QD-005,,world,complete
source,propstore/provenance/variables.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,provenance,typed-query-api,propstore/families/sources/declaration.py,source,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_sidecar_source_projection.py; tests/test_source_promotion_alignment.py,table_name_mentions_outside_sidecar,544,0,QD-005,,sources,complete
context,propstore/provenance/variables.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_text,typed-query-api,propstore/families/contexts/declaration.py,context,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_sidecar_contexts.py; tests/architecture/test_ist_projection_contract.py,table_name_mentions_outside_sidecar,544,0,QD-005,,contexts,complete
source,propstore/repository.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,provenance,typed-query-api,propstore/families/sources/declaration.py,source,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_sidecar_source_projection.py; tests/test_source_promotion_alignment.py,table_name_mentions_outside_sidecar,544,0,QD-005,,sources,complete
source,propstore/resources.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,provenance,typed-query-api,propstore/families/sources/declaration.py,source,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_sidecar_source_projection.py; tests/test_source_promotion_alignment.py,table_name_mentions_outside_sidecar,544,0,QD-005,,sources,complete
form,propstore/semantic_passes/registry.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/_generated/catalog.py,catalog,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,table_name_mentions_outside_sidecar,544,0,QD-005,,world,complete
context,propstore/semantic_passes/runner.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_text,typed-query-api,propstore/families/contexts/declaration.py,context,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_sidecar_contexts.py; tests/architecture/test_ist_projection_contract.py,table_name_mentions_outside_sidecar,544,0,QD-005,,contexts,complete
context,propstore/semantic_passes/types.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_text,typed-query-api,propstore/families/contexts/declaration.py,context,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_sidecar_contexts.py; tests/architecture/test_ist_projection_contract.py,table_name_mentions_outside_sidecar,544,0,QD-005,,contexts,complete
PassResult,propstore/semantic_passes/types.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/_generated/catalog.py,catalog,class_surfaces_total: 0 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_total,0,0,,,world,not-needed
PipelineResult,propstore/semantic_passes/types.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/_generated/catalog.py,catalog,class_surfaces_total: 0 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_total,0,0,,,world,not-needed
source,propstore/sensitivity.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,provenance,typed-query-api,propstore/families/sources/declaration.py,source,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_sidecar_source_projection.py; tests/test_source_promotion_alignment.py,table_name_mentions_outside_sidecar,544,0,QD-005,,sources,complete
concept,propstore/sensitivity.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/concepts/declaration.py,concept,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_concept_views.py; tests/test_sidecar_concept_projection.py; tests/test_sidecar_projection_fts_contract.py,table_name_mentions_outside_sidecar,544,0,QD-005,,concepts,complete
parameterization,propstore/sensitivity.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/_generated/catalog.py,catalog,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,table_name_mentions_outside_sidecar,544,0,QD-005,,world,complete
form,propstore/sensitivity.py,sql_literal,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/_generated/catalog.py,catalog,table_name_mentions_outside_sidecar: 544 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,table_name_mentions_outside_sidecar,544,0,QD-005,,world,complete
SensitivityResult,propstore/sensitivity.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/_generated/catalog.py,catalog,class_surfaces_total: 0 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_total,0,0,,,world,not-needed
GlobalSensitivityResult,propstore/sensitivity.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/_generated/catalog.py,catalog,class_surfaces_total: 0 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_total,0,0,,,world,not-needed
SensitivityRequest,propstore/sensitivity.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/_generated/catalog.py,catalog,class_surfaces_total: 0 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_total,0,0,,,world,not-needed
SensitivityReport,propstore/sensitivity.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/_generated/catalog.py,catalog,class_surfaces_total: 0 -> 0,tests/test_world_query.py; tests/test_world_layer_boundary.py,class_surfaces_total,0,0,,,world,not-needed
EmbeddingSnapshotReport,propstore/sidecar/build.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/embeddings/declaration.py,embedding,class_surfaces_total: 0 -> 0,tests/test_sidecar_projection_vec_contract.py; tests/test_no_embedding_key_collision.py; tests/test_embed_operational_error.py,class_surfaces_total,0,0,,,embedding,not-needed
pass_number,propstore/sidecar/calibration.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/calibration/declaration.py,calibration,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_calibration_counts_projection.py; tests/test_calibrate.py,sidecar_projection_columns,208,0,QD-001,deleted,calibration,complete
category,propstore/sidecar/calibration.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/calibration/declaration.py,calibration,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_calibration_counts_projection.py; tests/test_calibrate.py,sidecar_projection_columns,208,0,QD-001,deleted,calibration,complete
correct_count,propstore/sidecar/calibration.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_numeric,propstore-derived-store-declaration,propstore/families/calibration/declaration.py,calibration,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_calibration_counts_projection.py; tests/test_calibrate.py,sidecar_projection_columns,208,0,QD-001,deleted,calibration,complete
total_count,propstore/sidecar/calibration.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_numeric,propstore-derived-store-declaration,propstore/families/calibration/declaration.py,calibration,sidecar_projection_columns: 208 -> 0,tests/test_sidecar_calibration_counts_projection.py; tests/test_calibrate.py,sidecar_projection_columns,208,0,QD-001,deleted,calibration,complete
CalibrationCountsProjectionRow,propstore/sidecar/calibration.py,app_request_report_shape,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,typed-query-api,propstore/families/calibration/declaration.py,calibration,class_surfaces_total: 0 -> 0,tests/test_sidecar_calibration_counts_projection.py; tests/test_calibrate.py,class_surfaces_total,0,0,,deleted,calibration,not-needed
id,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,reference,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
primary_logical_id,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,reference,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
logical_ids_json,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
version_id,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,reference,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
content_hash,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
seq,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
type,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
target_concept,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/concepts/declaration.py,concept,sidecar_projection_columns: 208 -> 0,tests/test_concept_views.py; tests/test_sidecar_concept_projection.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,concepts,complete
source_slug,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,provenance,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
source_paper,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,provenance,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
provenance_page,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,provenance,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
provenance_json,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,provenance,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
context_id,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,reference,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
premise_kind,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
branch,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
build_status,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,diagnostic,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
stage,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
promotion_status,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,diagnostic,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
claim_id,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,reference,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
concept_id,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,reference,propstore-derived-store-declaration,propstore/families/concepts/declaration.py,concept,sidecar_projection_columns: 208 -> 0,tests/test_concept_views.py; tests/test_sidecar_concept_projection.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,concepts,complete
role,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
ordinal,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
binding_name,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
claim_id,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,reference,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
value,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_numeric,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
lower_bound,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
upper_bound,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
uncertainty,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
uncertainty_type,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
sample_size,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
unit,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
value_si,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_numeric,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
lower_bound_si,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
upper_bound_si,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
claim_id,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,reference,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
conditions_cel,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
conditions_ir,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
statement,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,payload_text,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
expression,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
sympy_generated,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
sympy_error,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
name,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
measure,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
listener_population,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
methodology,propstore/sidecar/claims.py,projection_column,ledger-required,ledger-required,ledger-required,,ledger-required,ledger-required,context,propstore-derived-store-declaration,propstore/families/claims/declaration.py,claim,sidecar_projection_columns: 208 -> 0,tests/test_claim_views.py; tests/test_sidecar_projection_contract.py; tests/test_sidecar_projection_fts_contract.py,sidecar_projection_columns,208,0,QD-001,deleted,claims,complete
